protein,ptms
Q5SSG8,[00163:null]
Q9UKY0,[00097:152]
Q8IZS6,[]
Q30KQ4,[]
Q9UHC7,[00046:109]
P04000,[]
Q12888,[01149:null]
Q8WU20,[]
P07437,[]
Q03393,[]
P00451,[]
Q96AP0,[]
Q14055,"[00037:null,00039:null]"
Q9HBW0,[]
Q9NVC6,[]
Q99487,[]
Q14055,[]
P29353-1,[]
Q14118,[]
P04626,"[00048:877,00048:1023,00048:1139,00048:1196,00048:1221,00048:1222,00048:1248]"
Q96DE5,[]
Q8N3R9,[]
O43318,"[01148:34,01148:158]"
Q71DI3,[00064:13]
Q14C86,[]
Q9ULY5,[]
P0CG48,[01148:291]
O14980,[]
P20039,[]
P23458,"[00048:1022,00048:1023]"
P55073,[]
P17023,[]
Q8NET1,[]
Q92845,[]
P10070,[]
Q05707,"[00038:null,00039:null]"
P00167,[]
P0CG48,[01148:6]
P10153,[]
Q96AQ7,[]
Q12846,[]
Q9UL46,[]
P09086,[]
P49257,[]
Q9P258,[]
P30453,[]
P12821,[]
P60880,"[00115:85,00115:88,00115:90,00115:92]"
Q8IVU3,[]
P02452,[]
Q6XZB0,[]
Q03519,[]
P16520,[]
O43559,[]
Q9Y4B6,[]
Q8NG27,[]
Q8NGP0,[]
P98088,[00163:null]
P23083,[]
P26641,[]
Q8NGH5,[]
Q01523,[]
A8MTJ3,[]
O43896,[]
O15263,[]
P30501,[]
Q8WX39,[]
P81534,[]
Q15466,[]
Q9UIK4,[]
Q9UBC0,[]
Q92871,[]
Q8IZC6,"[00038:null,00039:null]"
Q71U36,[00207:null]
Q96A83,"[00038:null,00039:null,01914:null]"
P68402,[]
O14841,[]
P04440,[]
O15305,[]
Q9BUF5,[]
Q99704,[00048:362]
P12270,[]
P39687,[]
Q5T442,[]
P32119,[00047:89]
Q9BXS0,"[00038:null,00039:null]"
P28482,[]
Q9Y676,[]
P51617,[]
Q07837,[]
O43609,[]
P35580,[]
Q96MF7,[]
P98164,[]
P0CG47,[01148:106]
Q8WVS4,[]
Q8NH63,[]
O94989,[]
O00257,[]
Q53FZ2,[]
Q6AI14,[]
Q9Y376,[]
Q9H816,[]
P12109,[00037:null]
Q9Y3S1,[]
Q7Z3T8,[]
Q08AH1,[]
Q9BS26,[]
P02462,"[00039:null,01914:null]"
Q5T4S7,[]
P54760,"[00048:590,00048:596]"
P01189,[]
Q13748,[]
Q8IVB4,[]
Q8N2A8,[]
Q7Z2H8,[]
Q9NS40,[]
P02763,[]
A8K7I4,[]
Q8N6M3,[]
Q9NQC3,[]
Q9UBQ0,[]
P0C1Z6,[]
P37840,[00024:30]
Q9UPQ8,[]
P35268,[]
Q8NH18,[]
Q9BXJ7,[]
Q9UNQ2,[]
Q9NWZ3,[]
P0C0L4,[00685:1013]
O94953,[]
Q9NYJ8,[]
Q99570,[]
Q7Z6V5,[]
Q07954,[]
P14625,[]
Q16625,[]
Q9UJX6,[]
O43511,[]
P54840,[00046:null]
Q9UBR1,[]
P0CG47,[01148:180]
Q9UBK8,[]
Q9NQG5,[]
P04070,[]
Q17RW2,"[00039:null,00162:null]"
Q17RW2,"[00039:null,01914:null]"
Q8WXB4,[]
P10276,"[01149:166,01149:171,01149:399]"
Q93084,[]
Q96I27,[]
Q8WYK0,[]
Q8NCS7,[]
O14976,[]
Q9NZQ3,[]
P59666,[]
Q16769,[]
P06681,[]
Q9BYQ3,[]
Q9H867,[]
Q9BZM2,[]
P62937,[]
Q9BZJ0,[]
P07864,[]
Q9H1C7,[]
P01137,[]
Q8N0Y3,[]
P12107,"[00038:null,00039:null,01914:null]"
O94979,[]
Q71DI3,[00047:12]
Q8N335,[]
Q13485,[]
Q13557,[00047:287]
Q96PU8,"[00046:445,00046:729]"
Q14814,[]
Q15406-5,[]
Q8N9Z0,[]
P61019,[]
Q16620,"[00048:490,00048:670,00048:674,00048:675,00048:785]"
Q15619,[]
Q14088,"[00113:235,00113:237]"
P0CG48,[01148:656]
Q96RI0,[]
P07358,[]
Q5QNW6,[01148:120]
Q63HN8,[]
Q9H4B7,[]
P0CG48,[01148:538]
Q13621,[]
O75084,[]
Q8N9L9,[]
P37173,[]
Q00534,[]
P18545,[]
P0CG48,[01148:580]
Q99835,[]
Q9BPU6,[00046:534]
P46778,[]
Q13651,[00048:446]
Q02750,"[00047:286,00047:292]"
Q9H9S0,[]
P03989,[]
O95299,[]
Q8NI22,[]
P63261,[]
P21796,[01148:null]
Q9NYZ3,"[00047:513,00047:526]"
P06756,[]
Q14116,[]
Q9UJ96,[]
P09972,[]
P25940,[00039:null]
Q9BXS0,"[00037:null,00038:null,00039:null]"
Q02413,[]
P31749,[00046:473]
Q9Y5K8,[]
P0DMV9,[]
P25940,"[00037:null,00038:null,00039:null]"
P21439,[]
Q9C0K7,[]
Q717R9,[00068:2]
Q07092,[00039:null]
P25791,[]
P04211,[]
Q9NZL6,[]
P25940,"[00039:null,01914:null]"
Q92506,[]
P35326,[]
O15120,[]
P62318,[00599:null]
Q9UBM4,[]
P42224,[00696:null]
P30490,[]
Q6VVB1,[]
Q14623,[00798:203]
Q96F24-1,[]
P31431,[]
Q96EQ8,[]
Q92466,[]
Q6Q788,[00696:null]
P16112,"[00814:null,00831:null]"
Q96BI1,[]
Q15406-4,[]
Q86TM6,[]
P19957,[]
P51572,[]
P17031,[]
P62854,[]
Q96DA2,[]
Q9Y587,[]
O00212,[]
Q5XUX0,[]
Q96DR8,[00163:null]
O75581,"[00046:1490,00046:null,00047:null]"
Q9H0V9,[]
P55212,[]
P68431,[]
Q53T94,[]
Q86XR7,"[00046:16,00068:2]"
P18887,[]
Q00613,[]
P06899,[00064:16]
O00478,[]
Q6IV72,[]
P20851,[]
P54709,[]
Q96R47,[]
Q13352,[]
P35606,[]
P14735,[]
Q9UM47,[]
P21580,[]
P06748,[]
P08571,[00167:345]
P50391,[]
Q9UEW3,"[00798:447,00798:460,00798:488,00798:498,00798:508,00798:518]"
P13942,[00037:null]
Q05397,"[00048:397,00048:576,00048:577,00048:861,00048:925]"
Q68CL5,[]
P11021,[]
P01763,[]
Q9ULI4,[]
Q96A83,"[00037:null,00038:null,00039:null]"
Q9Y6M5,[]
Q2UY09,"[00038:null,00039:null,01914:null]"
Q75T13,[]
P25208,[]
Q9UKT5,[]
Q03013,[]
Q9UK45,[]
Q92781,[]
Q9UKY4,[]
O43182,[]
Q8IWL3,[]
Q96FE5,[]
P20701,[]
P16885,[]
P20849,"[00038:null,00039:null,01914:null]"
Q9Y264,[]
Q01955,[00037:null]
Q16656,[]
Q95IE3,[]
P28328,[]
P61019,"[00113:211,00113:212]"
Q99466,[]
Q8NH00,[]
P47872,[]
P60484,[]
Q13885,[]
Q02388,"[00037:null,00038:null,00039:null]"
Q8NGL9,[]
P29400,"[00038:null,00039:null,00162:null]"
P13762,[]
Q96L58,[]
Q8N387,[00163:null]
P12111,"[00037:null,00038:null,00039:null]"
P45379,[]
Q02083,[]
Q8WWQ8,[]
Q03518,[]
P61218,[]
Q13478,[]
Q68CJ9,[]
Q02218,[]
P29400,[]
Q7L1I2,[]
Q9UPN7,[]
Q8WVC0,[]
Q16539,[]
O14965,[01148:null]
Q9GZV9,[]
Q7Z7B8,[]
P19086,[]
Q8WWY8,[]
Q16620,[]
P0CG48,[01148:543]
P09110,[]
P62987,[01148:6]
P51828,[]
Q06136,[]
Q9C0K1,[]
Q3SY89,[]
P30499,[]
Q8IVH4,[]
O75023,[]
O15446,[]
Q13651,[]
P51687,[]
Q8N370,[]
Q96QV6,[00078:4]
Q9UIG0,[]
Q6YHU6,[]
Q9UBU3-1,[00390:26]
O75886,[01148:null]
P02458,"[00038:null,00039:null]"
Q14993,[00162:null]
P37108,[]
Q8NEZ4,[]
O76081,[]
P02458,"[00039:null,00162:null]"
P0DP23,[]
Q04759,"[00046:676,00046:695,00047:538,00048:90]"
P39060,"[00039:null,01914:null]"
Q92793,"[01149:998,01149:1033,01149:1056]"
Q14872,[]
Q9H6A0,[]
Q71DI3,[00078:3]
O15427,[]
Q9UMF0,[]
Q9BYV7,[]
P09382,[]
Q96R45,[]
Q17RR3,[]
P25054-1,[]
O00203,"[00046:445,00046:602,00046:729,00047:599]"
P46940,[]
Q4QY38,[]
O94806,[]
P03956,[]
Q9Y2B2,[]
Q13438,[]
P29400,[00039:null]
P68431,[00085:5]
O75521-2,[]
Q07666,"[00048:435,00048:440,00048:443]"
P02452,"[00037:null,00130:170]"
Q01826,[]
P22607,"[00048:577,00048:647,00048:648,00048:724,00048:760,00048:770]"
Q14573,[]
P62807,[]
P29274,[]
Q99466,"[00804:481,00804:519,00804:557,00804:595,00804:697,00804:735,00804:974,00804:1052,00812:79,00812:210,00812:451,00812:603,00812:743,00812:1145,00813:40,00813:248,00813:290,00813:331,00813:369,00813:489,00813:705,00813:781,00813:820,00813:944,00813:982,00813:1060]"
P08912,[]
Q8NHB1,[]
P78509,[]
P17931,[]
P19174,"[00048:771,00048:783,00048:1253]"
O96014,"[00160:null,01381:215]"
Q8WZA1,[]
P20908,[]
P49279,[]
Q14050,"[00037:null,00038:null,00039:null]"
O95907,[]
Q7Z4N8,[]
O43684,[]
Q14050,[]
Q17RW2,"[00038:null,00039:null,01914:null]"
Q01629,[]
P20908,[01914:null]
Q9HC84,[00163:null]
Q17RW2,[01914:null]
Q9BYZ6,[]
Q9UBL9,[]
Q17RW2,"[00038:null,00039:null,00162:null]"
Q9BY41,[]
P54252,[]
Q8NG35,[]
Q86Y22,"[00038:null,00039:null]"
Q05519,[]
Q86Y22,"[00039:null,00162:null]"
Q8WZA6,[]
P08123,"[00037:null,00038:null,00039:null,00130:84]"
Q14973,[]
Q9NP72,[00113:203]
Q9UBS5,[]
P25090,[]
Q9Y336,[]
Q8NH85,[]
Q9UL25,"[00113:221,00113:222]"
Q15370,[]
Q9H340,[]
P41181,[00046:256]
Q8NEV9,[]
Q8WXI2,[]
Q06187,[]
P05177,[]
Q9UP79,[]
Q00613,[00046:307]
P62805,[00085:21]
Q96BM1,[]
Q99704,[]
P01892,[]
Q8TAV4,[]
Q9P104,[]
P0C0S8,[00064:null]
A8MUK1,[]
Q9Y6H1,[]
P17019,[]
Q01955,"[00038:null,00039:null,01914:null]"
P00390-1,[]
Q9C0C2,[]
P51398,[]
O60826,[]
P08254,[]
P11166,[]
P02461,"[00038:null,00039:null,00162:null]"
O75469-1,[01149:null]
Q5T751,[]
Q8N983,[]
Q05707,[01914:null]
O60716,[]
Q9UIM3,[]
P12532,[]
P30685,[]
Q9NPD8,[]
Q9NTG7,[]
Q9Y5K5,[]
O14905,"[00160:null,01381:216]"
P05305,[]
Q5H9L4,[]
Q9H221,[]
P20849,[00039:null]
P56589,[]
A4D1E1,[]
P20273,"[00048:762,00048:807,00048:822]"
Q95604,[]
P57059,[]
P11362-19,"[00048:463,00048:583,00048:585,00048:653,00048:654,00048:730,00048:766,00048:776]"
Q04759,[]
Q99877,[]
Q9H3S4,[]
P29074,[]
P12109,[]
Q13753,[]
P00734,"[00041:49,00041:50,00041:57,00041:59,00041:62,00041:63,00041:68,00041:69,00041:72,00041:75]"
O60437,[]
P0CG47,[01148:82]
Q9UGN5,[]
Q9UGB7,[]
Q14005,[]
Q14004,[]
P21926,[]
Q13535,[]
P63172,[]
P07203,[00031:49]
Q96JE7,[]
P82675,[]
A0A0C4DH25,[]
Q9UNA0,[00812:null]
Q30134,[]
Q6UXZ4,[]
P0CG48,[01148:428]
Q92526,[]
P05455,[]
Q9GZU1,[]
Q93098,"[00160:null,01381:186]"
P02656,[]
P25067,"[00038:null,00039:null,00162:null]"
P63167,[]
Q15750,[]
O96006,[]
O00482-2,[01149:270]
P12109,[00039:null]
O75061,[]
Q9H063,[]
Q8WXD5,[]
Q8IWX5,[]
P62241,[]
B0YJ81,[]
Q99643,[]
Q01524,[]
P20908,"[00038:null,00039:null]"
Q9NZC7,[]
Q6MZZ7,[]
P01699,[]
P00450,[]
O95571,[]
P06727,[]
Q16572,[]
Q9UMX9,[]
O15372,[]
Q07326,[]
Q9NSD5,[]
O94892,[]
Q29865,[]
Q8IZY2,[]
O43614,[]
Q8TDM5,[00092:97]
Q8N6C8,[]
Q05707,"[00037:null,00038:null,00039:null]"
P03952,[]
Q9P2H3,[]
Q13356,[]
Q8IUQ0,[]
Q9Y6H5-2,[]
P11509,[]
O75874,[]
Q9Y644,[]
Q9NY59,[]
P11169,[]
P41238,[]
P23527,[]
Q13651,[00048:496]
P08123,"[00039:null,00130:null]"
P12109,"[00039:null,00162:null]"
Q8IZC6,"[00037:null,00038:null,00039:null]"
P02751,[]
P06748,[01149:263]
Q8TBN0,[]
P52298,[]
Q7L2H7,[]
P49116,[]
O15392,[01148:null]
P05198,[]
P40227,[]
Q9Y4C1,[]
O60741,[]
A1IGU5,[]
P01833,[]
P0CG48,[01148:256]
Q5NV91,[]
P30307,[00046:198]
P47901,[]
Q99062,[]
Q8IZC6,[]
Q9NPJ6,[]
Q96RM1,[]
P30926,[]
P39210,[]
Q02078,"[00047:312,00047:319]"
Q6P597,[]
P19397,[]
Q9H944,[]
Q685J3,[00163:null]
P33151,[]
Q99877,[00064:13]
P28066,[]
Q8NFL0,[]
P13942,[01914:null]
P04637,"[00084:370,00084:382]"
P17844,[01149:53]
P59025,[]
Q9Y2Q5,[]
P35913,[]
Q9ULM6,[]
Q8N2W9,[]
P01116,[]
Q8NFU1,[]
P61626,[]
P42331,[]
P30512,[]
Q9BX79,[]
Q9P2D8,[]
Q16270,[]
P13521,[00696:null]
Q8IXN7,[]
Q5SW96,[]
Q6FI13,[00078:30]
P36956-3,[]
Q96P44,"[00037:null,00039:null]"
Q8N474,[]
P46531,"[00804:65,00804:146,00804:378,00804:458,00804:496,00804:534,00804:609,00804:647,00804:722,00804:759,00804:797,00804:951,00804:1027,00804:1065,00804:1189,00804:1273,00812:883,00812:921,00813:73,00813:116,00813:194,00813:232,00813:311,00813:349,00813:466,00813:617,00813:692,00813:767,00813:805,00813:997,00813:1035,00813:1159,00813:1197,00813:1243,00813:1321,00813:1362,00813:1402]"
Q92600,[]
P15056,"[00046:445,00046:602,00046:729,00047:599]"
P84243,[]
Q15011,[]
Q15389,[]
Q587J7,[]
P21589,[]
P01308,"[00798:31,00798:43]"
O14744,[]
Q9H2C2,[]
Q2M3M2,[]
Q9UC06,[]
P55083,[]
P17538,[]
P04229,[]
Q15181,[]
Q6ZYL4,[]
Q16832,[]
P58876,[]
P08151,[00046:null]
P06576,[]
Q02153,[]
Q00610,[]
Q9Y6E0,[]
Q93050,[]
P17706,[]
Q9UIG8-1,[]
P14061,[]
Q9NY72,[]
P62310,[]
O43526,[]
Q14644,[]
Q8IUR7,[]
P60484,"[01148:13,01148:289]"
Q9Y3M8,[]
O76082,[]
Q00653,"[00046:99,00046:108,00046:115,00046:123,00046:866,00046:870,00046:872,01148:855]"
O75191,[]
P12268,[]
P46937,[00046:127]
O15379,[]
O14610,[]
Q9Y576,[]
P38484,[]
P01229,[00693:50]
P06213,[]
P01042,[]
Q9GZQ6,[]
P39059,[00039:null]
O75947,[]
Q6GPI1,[]
Q9UK11,[]
Q9UBV4,[00160:null]
Q8IXM3,[]
Q8NFZ3,[]
P45983,"[00047:null,00048:null]"
P42224-1,[00048:701]
P00742,[]
P39060,"[00038:null,00039:null,01914:null]"
O75462,[]
P12107,"[00038:null,00039:null,00162:null]"
Q9NX63,[]
Q9UQ05,[]
Q15349,"[00046:360,00046:377,00047:570]"
P16234,"[00048:572,00048:574,00048:720,00048:731,00048:742,00048:754,00048:762,00048:768,00048:849,00048:988,00048:1018]"
Q8IZW8,[]
P51606,[]
Q02388,"[00038:null,00039:null,00162:null]"
Q99715,"[00038:null,00039:null,00162:null]"
P49841,[00046:9]
P50454,[]
Q06141,[]
Q9NPY3,[]
Q8IV63,[]
O43497,[]
P0CG48,[01148:180]
P09917,[00046:272]
Q9NPE3,[]
Q9BRR9,[]
Q99102,[00163:null]
P04908,[00064:null]
Q13813,[]
Q32MZ4,[]
P25713,[]
P51665,[]
P0CG47,[01148:48]
Q15735,[]
Q9BR84,[]
Q9P2W1,[]
Q9NR97,[]
P78324,[]
Q14103-3,"[00046:83,00046:87]"
P13639,[01145:715]
Q9Y6K9,[]
Q99424,[]
P22692,[]
Q8TF09,[]
Q96SZ4,[]
O43602,[]
Q13426,[01149:210]
O75880,[]
P45378,[]
Q68CP4,[]
Q01113,[00048:116]
P17861-2,[]
P12107,"[00037:null,00038:null,00039:null]"
P42773,[]
P01100,"[00046:362,00046:374,00047:325,00047:331]"
Q7Z698,[]
Q14123,[]
Q9BT22,[]
Q9NXA8,[]
Q2TAA5,[]
P04040,[]
Q8N6P7,[]
P05161,[00134:157]
Q14919,[]
O75489,[]
P04233,[]
Q96A83,[00037:null]
A6NMZ7,[00039:null]
Q96QV6,[00077:4]
Q6XPS3,[]
O00241,[]
Q9Y2L8,[]
Q8WYQ3,[]
P63000,[]
Q8NG11,[]
O00487,[]
O14556,[]
Q9NQS7,[]
P29459,[]
P13942,[00039:null]
Q13233,"[00048:1400,00048:1412]"
O60879-3,[]
P14207,[]
P25067,"[00039:null,00162:null]"
Q02156,[]
P11215,[]
Q8N7M0,[]
Q8NFW1,"[00038:null,00039:null]"
P17066,[]
P02452,[00130:170]
P49768,[]
Q6IQ20,[]
P31152,[]
Q13740,[]
O15439,[]
P12931-1,[00048:419]
P49771,[]
P04839,[]
Q16595,[]
Q86Y22,[00039:null]
Q9NSU2,[]
O14804,[]
Q86Y22,"[00037:null,00038:null,00039:null]"
P15090,[]
P12314,[]
Q5SRI9,[]
O43752,[]
P40763,[00696:null]
Q99715,"[00038:null,00039:null,01914:null]"
P21802-1,[]
Q06481,[00696:null]
P15538,[]
P11511,[]
Q13490,[]
P04908,[00077:4]
O00744,[]
Q13444,[]
P62736,[]
P40926,[]
Q8N428,[]
Q9H1A4,[]
Q99558,[00696:null]
P08237,[]
Q96PC3,[]
Q96EK7,[]
Q9NNW7,[]
P0CG48,[01148:139]
Q6UN15,[]
Q9Y624,[]
P20273,[00737:65]
O43818,[]
Q8N4E7,[]
P54753,[]
Q14031,[00162:null]
Q15637,[]
P62805,[00064:17]
P42680,"[00048:206,00048:519]"
P56377,[]
P57103,[]
P17693,[]
Q9C035,[]
P22760,[]
P54760,[]
P00533,"[00048:992,00048:1045,00048:1068,00048:1086,00048:1148,00048:1173,01631:750,01632:748,01636:746,01636:749,01641:747,01647:751]"
Q8NGD5,[]
Q96DR5,[]
Q13637,"[00113:224,00113:225]"
Q96PZ0,[]
P04908,[00064:6]
Q15005,[]
Q96MT3,[]
C9J2P7,[]
Q8TEW6,[]
Q96PQ1,[]
Q01968,[]
O43447,[]
Q9NYA4,[]
P23193,[]
O15091,[]
P18850,"[00693:472,00693:584,00693:643]"
Q12918,[]
Q9UMX2,[]
Q9NP71,[00047:666]
P0CG48,[01148:638]
P41145,[]
Q24JP5,[00696:null]
Q08357,[]
Q14653,"[00046:339,00046:396,00046:398,00046:402,00046:405,00047:404]"
Q8NHL6,[]
Q9BVA1,[]
P49821,[]
O43324,[]
Q92959,[]
Q99685,[]
Q13489,[]
Q9NS00,[]
P04083,[]
P04150-2,[]
P43405,"[00048:131,00048:323,00048:348,00048:352,00048:525,00048:526]"
Q07000,[]
Q05707,[00037:null]
P20648,[]
Q9Y5J7,"[00798:28,00798:32,00798:48,00798:52]"
Q6Q788,[]
P17252,[00047:497]
O43187,[]
P40199,[00818:320]
O75083,[]
O43323,[]
Q8WTW3,[]
P63010,[]
Q16270,[00696:null]
Q96PD4,[]
P08581,"[00048:1003,00048:1234,00048:1235,00048:1349,00048:1356]"
P01715,[]
Q9Y2Q3,[]
Q92696,[]
P01861,[]
O15230,[]
Q07869,[01149:185]
O00231,[]
O75150,[]
Q9NS67,[]
P42575,[]
Q15363,[]
Q695T7,[]
Q99879,[00064:null]
Q02447,[01149:551]
P11362,"[00048:463,00048:583,00048:585,00048:653,00048:654,00048:730,00048:766,00048:776]"
P45985,[]
Q9H0H3,[]
Q8NFW1,[]
O60884,[]
P15291,[]
Q9UKG9,[]
Q9Y234,[]
P02452,"[00130:null,00162:null]"
Q9BRL7,[]
Q13617,[01150:689]
Q9Y462,[]
P29992,[]
Q6IQ22,"[00113:243,00113:244]"
P49418,[]
Q07157,[]
P29400,"[00037:null,00039:null]"
Q15907,"[00113:214,00113:215]"
Q13867,[]
P07478,[]
P21579,[]
Q13950-1,[01148:null]
Q9UJ98,[]
Q8NG80,[]
Q99075,[]
Q8WU20,[00048:null]
O75822,[]
P54646,[]
P08572,[01914:null]
P31751,"[00046:474,00047:309]"
Q92932,[]
O75167,[]
Q6PEX3,[]
P08123,"[00130:null,00162:null]"
Q9NYM9,[]
P40197,[]
Q8NE86,[]
Q9BR61,[]
Q12968,"[00046:168,00046:169,00046:171,00046:172,00046:174,00046:236,00046:240,00046:244,00046:265,00046:288,00046:296,00046:300,00046:344]"
Q99707,[]
Q13901,[]
P19105,[]
P13232,[]
Q9BYF1,[]
P51685,[]
Q15080,"[00046:315,00047:154]"
Q96AP7,[]
Q92902,[]
P30273,[]
Q07352,"[00046:54,00046:92,00046:203,00696:null]"
Q96CS3,[]
Q12899,[]
Q9UHR5,[]
Q8NGN4,[]
Q7L0Q8,[]
Q5SXM1,[]
P60953,[]
Q9H9Q4,[]
O95201,[]
Q7Z3V5,[]
O00204-1,[]
Q9ULZ3,[]
Q9BZM6,[]
Q9H9Y6,[]
P48066,[]
Q06945,[]
Q53HV7,[]
P25787,[]
O14920,[]
O75695,[]
Q8TDB8,[]
P05976,[]
O15055,[00046:null]
Q13042,[]
P35367,[]
P61158,[]
Q14003,[]
Q9Y6B6,[]
Q9NTQ9,[]
P98082,[]
Q9Y2R9,[]
P12109,"[00038:null,00039:null]"
Q9UBD3,[]
Q6P582,[]
Q14896,[]
Q7Z403,[]
P05231,[]
P48047,[]
Q2MKA7,[]
Q8NHX9,[]
P04628,[]
Q8IX07,[]
P52895,[]
Q9H2K0,[]
O00623,[]
P30461,[]
P18031,[]
P15144,[]
P07492,[]
P53985,[]
Q9NRW7,[]
A8MX34,[]
Q70HW3,[]
P02461,[00037:null]
P26717,[]
Q9Y265,[]
P56706,"[00160:null,01381:206]"
P46459,[]
P04222,[]
Q9UM11,[]
P01566,[]
P55089,[]
O00587,[]
O14791,[00696:null]
P98177-2,"[00046:142,00046:207,00047:32]"
Q16584,[]
Q03692,"[00037:null,00038:null,00039:null]"
Q8IYS5,[]
Q99959,[]
Q9BSB4,[]
O43159,[]
P61586,[]
P84103,[]
Q13224,"[00048:1252,00048:1336,00048:1474]"
O95633,[]
P42566,[]
Q96JB6,[]
Q07092,[00037:null]
Q9UNN8,[]
Q96G03,[]
Q9H0R8,[]
P34931,[]
O15528,[]
P08151,[]
P67775,[]
P13804,[]
Q8WWX8,[]
P08686,[]
Q9BZ95,[]
O75604,[]
P52434,[]
P56975,[]
P68431,"[00047:12,00083:10]"
Q71DI3,[00078:18]
Q08881,[]
P13866,[]
Q9Y6D5,[]
P46531,"[00804:146,00804:378,00804:458,00804:496,00804:534,00804:609,00804:647,00804:722,00804:759,00804:797,00804:1027,00804:1065,00804:1189,00804:1273,00812:883,00812:921,00813:73,00813:116,00813:232,00813:311,00813:349,00813:466,00813:617,00813:692,00813:767,00813:805,00813:997,00813:1035,00813:1159,00813:1197,00813:1243,00813:1362,00813:1402,00813:null]"
P35325,[]
P27144,[]
Q8N1E6,[]
Q9NZN4,[]
O60814,[01148:121]
P02765,[]
Q99758,[]
Q96GA3,[]
Q99731,[]
P02545-2,[]
Q96RQ3,[00126:681]
Q8NC06,[]
Q99942,[]
Q14031,"[00038:null,00039:null,00162:null]"
O15389,[]
P0CG48,[01614:608]
Q9UBE8,[]
O75373,[]
A8TX70,"[00037:null,00039:null]"
Q9UN19,[]
P01860,[]
P21359,[01148:null]
O43592,[]
P01593,[]
O60476,[]
P13056,[]
Q9HCG8,[]
Q96I36,[]
P48506,[]
Q96AX2,[]
Q8NH48,[]
P25940,"[00038:null,00039:null]"
O43164,[]
O15264,[]
P08069,[]
O76013,[]
Q92630,[]
Q9UPP1-3,"[00046:69,00046:120]"
Q9UBK2,[01149:184]
Q9P244,[]
O94855,[00696:null]
P02730,[]
P06744,[]
P01308,"[00798:95,00798:96,00798:100,00798:109]"
P30301,[]
Q14571,[]
C9JJH3,[]
A8TX70,[]
O60907,[]
P06315,[]
Q99500,[]
P0CG48,[01148:29]
Q07627,[]
P43487,[]
P08572,[]
Q6P2E9,[]
P18465,[]
P15391,"[00048:348,00048:378,00048:409,00048:439,00048:500,00048:531]"
P33681,[]
O75144,[]
Q16829,[]
O43187,[00696:null]
P52737,[]
Q9UD71,"[00046:102,00046:137]"
O60763,[]
Q6WCQ1,[00046:621]
P04049,"[00046:494,00046:621,00047:491,00048:341]"
P16112,[00831:null]
P61224,[]
P27658,"[00037:null,00038:null,00039:null]"
Q8WU20,"[00048:196,00048:306,00048:349,00048:392,00048:436,00048:471]"
Q16671,[]
Q8TDU6,[]
Q9Y316,[]
O14654,[]
Q9UPY3,[]
P00480,[]
Q00613,"[00798:36,00798:103]"
Q04721,"[00804:150,00804:381,00804:462,00804:500,00804:538,00804:613,00804:651,00804:688,00804:726,00804:763,00804:801,00804:879,00804:955,00804:1031,00804:1155,00804:1270,00812:925,00813:78,00813:120,00813:158,00813:197,00813:235,00813:314,00813:352,00813:470,00813:696,00813:771,00813:809,00813:963,00813:1001,00813:1039,00813:1077,00813:1163,00813:1201,00813:1318,00813:null]"
Q96G23,[]
Q8NBJ4,[]
Q9UMD9,"[00038:null,00039:null]"
Q16706,[]
O15516,[]
Q9UI33,[]
P59190,"[00113:210,00113:212]"
Q8IWU9,[]
P11388,[]
P52961,[]
Q9P0S2,[]
Q6ZRI8,[]
O75106,[]
Q9UJU6,[]
P53420,"[00038:null,00039:null,01914:null]"
Q93097,[00160:null]
P29353-3,[00048:272]
Q17RW2,[00162:null]
Q9Y6Y8,[]
P01008,[]
P16109,[]
P12111,"[00037:null,00039:null]"
Q9NPG1,[]
Q96A70,[]
Q13572,[]
Q6P1A2,[]
Q96HR9,[]
P09544,"[00160:null,01381:212]"
P10619,[]
Q9BY43,[]
P23527,[00064:6]
P28562,[]
P12111,"[00038:null,00039:null,00162:null]"
P62955,[]
P06280,[]
P58335-1,[]
Q10589,[]
Q9UQ53,[]
P19338,[]
P62879,[]
O43318,"[00046:192,00047:178,00047:184,00047:187,01148:34,01148:158]"
P04003,[]
P29400,"[00037:null,00038:null,00039:null]"
Q96FL8,[]
P35555,[]
O60814,[00064:21]
Q00796,[]
Q9BW61,[]
Q86Y22,"[00038:null,00039:null,01914:null]"
P0C0L5,[]
Q9UBQ7,[]
Q8NHC4,[]
Q99879,[]
P38117,[]
Q9UMD9,"[00037:null,00038:null,00039:null]"
Q07065,[00696:null]
P12830,"[00048:753,00048:754]"
Q01101,[]
Q3SY84,[]
Q9NP97,[]
P41440,[]
P23297,[]
Q9C000,[]
Q99615,[]
P0C7X2,[]
P01814,[]
Q9Y2R4,[]
Q96KX2,[]
Q9P0P0,[]
Q30167,[]
Q5TEU4,[]
O00303,[]
P63146,[00211:88]
P84022,"[00046:423,00046:425]"
P04035-2,[]
P38435,[]
Q9NR19,[00064:418]
P13945,[]
Q5VT52,[]
P68363,[00207:null]
Q02742,[]
P05062,[]
O95185,"[00048:449,00048:454,00048:568,00048:649,00048:667]"
Q8N988,[]
Q99814,[]
O14933,[]
O95665,[]
Q05707,[00162:null]
P02452,"[00038:null,00039:null,01914:null]"
P40189-1,"[00048:759,00048:767,00048:814,00048:905,00048:915]"
Q01955,"[00038:null,00039:null,00162:null]"
Q7L266,[]
Q99895,[]
P20338,[]
