"""protein""","""ptms""","""reactionCount"""
"""O75152""",[],5
"""O75154""",[],5
"""O75159""",[],6
"""O75161""",[],4
"""O75164""",[],13
"""O75164""","[""null:01148""]",1
"""O75165""",[],2
"""O75167""",[],1
"""O75173""",[],3
"""O75173""","[""null:00812""]",2
"""O75175""",[],2
"""O75182""",[],11
"""O75182-1""",[],2
"""O75185""",[],1
"""O75190""",[],2
"""O75191""",[],1
"""O75197""","[""null:00046"",""null:00047""]",4
"""O75197""",[],9
"""O75208""",[],1
"""O75223""",[],1
"""O75251""",[],9
"""O75306""",[],9
"""O75310""",[],1
"""O75311""",[],1
"""O75317""",[],1
"""O75326""",[],2
"""O75330""",[],4
"""O75334""",[],11
"""O75335""",[],11
"""O75339""","[""null:00812""]",1
"""O75342""",[],1
"""O75343""",[],2
"""O75346""",[],1
"""O75347""",[],2
"""O75348""",[],4
"""O75351""",[],2
"""O75352""",[],4
"""O75354""",[],1
"""O75355""",[],2
"""O75356""",[],1
"""O75369""",[],1
"""O75373""",[],1
"""O75376""",[],22
"""O75379""",[],17
"""O75380""",[],4
"""O75381""",[],8
"""O75385""","[""317:00046"",""467:00046"",""556:00046"",""638:00046"",""180:00047"",""575:00047""]",5
"""O75385""",[],7
"""O75385""","[""317:00046"",""467:00046"",""556:00046"",""638:00046"",""575:00047""]",1
"""O75385""","[""758:00046""]",3
"""O75386""",[],3
"""O75387""",[],1
"""O75388""",[],3
"""O75390""",[],2
"""O75394""",[],10
"""O75396""",[],19
"""O75400""",[],3
"""O75414""",[],1
"""O75417""",[],3
"""O75419""",[],7
"""O75431""",[],1
"""O75436""",[],1
"""O75437""",[],1
"""O75438""",[],7
"""O75439""",[],3
"""O75443""","[""2091:00092""]",1
"""O75444""",[],2
"""O75446""",[],3
"""O75448""",[],4
"""O75452""",[],2
"""O75460""","[""724:00046""]",2
"""O75460""",[],3
"""O75461""",[],21
"""O75461""","[""12:00046""]",1
"""O75462""",[],4
"""O75467""",[],1
"""O75469-1""",[],1
"""O75469-2""",[],1
"""O75469-3""",[],1
"""O75469-4""",[],1
"""O75469-5""",[],1
"""O75469-6""",[],1
"""O75469-7""",[],1
"""O75473""",[],3
"""O75474""",[],4
"""O75475""",[],13
"""O75477""",[],6
"""O75478""",[],1
"""O75486""",[],1
"""O75487""",[],3
"""O75487""","[""null:00814""]",21
"""O75489""",[],9
"""O75494""",[],1
"""O75496""",[],2
"""O75506""",[],2
"""O75508""",[],1
"""O75521-2""",[],3
"""O75525""","[""null:00048""]",1
"""O75525""",[],1
"""O75528""",[],2
"""O75529""",[],1
"""O75530""",[],7
"""O75531""",[],16
"""O75531""","[""4:00046"",""2:00047"",""3:00047""]",2
"""O75533""",[],14
"""O75553""",[],3
"""O75553""","[""198:00048"",""220:00048"",""232:00048""]",1
"""O75554""",[],3
"""O75563""",[],2
"""O75569""",[],2
"""O75575""",[],18
"""O75578""",[],10
"""O75581""","[""1490:00046""]",1
"""O75581""","[""1490:00046"",""null:00046"",""1479:00047"",""1493:00047"",""null:00047""]",3
"""O75581""","[""1490:00046"",""1479:00047"",""1493:00047""]",1
"""O75581""","[""1490:00046"",""null:00046"",""null:00047""]",3
"""O75581""",[],10
"""O75582""",[],4
"""O75582""","[""212:00046"",""360:00046"",""376:00046"",""581:00047""]",4
"""O75586""",[],4
"""O75593""",[],1
"""O75594""",[],3
"""O75600""",[],2
"""O75604""",[],5
"""O75608""",[],1
"""O75610""",[],3
"""O75616""",[],12
"""O75626""",[],1
"""O75629""",[],1
"""O75636""",[],4
"""O75643""",[],9
"""O75665""",[],22
"""O75676""",[],1
"""O75688""",[],1
"""O75691""",[],1
"""O75694""",[],35
"""O75695""",[],4
"""O75715""",[],1
"""O75718""",[],3
"""O75746""",[],2
"""O75747""",[],2
"""O75751""",[],3
"""O75752""",[],1
"""O75762""",[],1
"""O75771""",[],9
"""O75787""",[],4
"""O75791""",[],29
"""O75795""",[],1
"""O75807""",[],4
"""O75808""",[],1
"""O75817""",[],1
"""O75818""",[],1
"""O75820""",[],1
"""O75821""",[],8
"""O75822""",[],8
"""O75828""",[],1
"""O75832""",[],4
"""O75843""",[],1
"""O75845""",[],2
"""O75865""",[],5
"""O75874""",[],8
"""O75880""",[],1
"""O75881""",[],3
"""O75886""","[""null:01148""]",1
"""O75886""",[],24
"""O75888""","[""244:00047""]",1
"""O75888""",[],1
"""O75891""","[""354:00159""]",1
"""O75897""",[],2
"""O75899""",[],5
"""O75907""",[],3
"""O75908""",[],1
"""O75909""",[],29
"""O75911""",[],2
"""O75912""",[],1
"""O75914""","[""154:00046"",""436:00047""]",9
"""O75914""",[],13
"""O75915""",[],1
"""O75916""",[],3
"""O75916-3""","[""478:00046""]",1
"""O75916-3""",[],2
"""O75923""",[],2
"""O75925""",[],14
"""O75928-1""",[],2
"""O75928-2""",[],1
"""O75934""",[],6
"""O75935""",[],25
"""O75936""",[],1
"""O75937""",[],6
"""O75940""",[],6
"""O75943""",[],12
"""O75947""",[],4
"""O75955""",[],1
"""O75962""",[],9
"""O75964""",[],4
"""O75971""",[],12
"""O75976""",[],4
"""O76000""",[],1
"""O76001""",[],1
"""O76002""",[],1
"""O76003""",[],1
"""O76009""",[],3
"""O76011""",[],3
"""O76013""",[],3
"""O76014""",[],3
"""O76015""",[],3
"""O76024""","[""null:00696""]",1
"""O76024""",[],1
"""O76036""",[],1
"""O76050""",[],6
"""O76061""","[""null:00696""]",1
"""O76061""",[],1
"""O76062""",[],1
"""O76064""",[],23
"""O76074""",[],1
"""O76075""",[],9
"""O76081""",[],2
"""O76082""",[],2
"""O76083""",[],1
"""O76090""",[],2
"""O76093""",[],113
"""O76094""",[],3
"""O76099""",[],1
"""O76100""",[],1
"""O94759""",[],4
"""O94760""",[],1
"""O94766""",[],1
"""O94772""","[""115:00097""]",1
"""O94776""",[],6
"""O94777""",[],2
"""O94778""",[],3
"""O94779""","[""1072:00105""]",1
"""O94782""",[],5
"""O94788""",[],1
"""O94804""",[],1
"""O94805""",[],4
"""O94806""",[],1
"""O94808""",[],1
"""O94810""",[],3
"""O94813""",[],25
"""O94817""",[],14
"""O94822""",[],3
"""O94823""",[],2
"""O94826""","[""null:01148""]",1
"""O94826""",[],3
"""O94827""",[],3
"""O94830""",[],1
"""O94844""",[],5
"""O94855""",[],19
"""O94855""","[""null:00696""]",2
"""O94856""","[""1319:00048""]",2
"""O94856""",[],9
"""O94864""",[],1
"""O94874""",[],3
"""O94886""",[],2
"""O94887""",[],4
"""O94888""",[],2
"""O94892""",[],1
"""O94905""",[],8
"""O94905""","[""463:00048"",""583:00048"",""585:00048"",""653:00048"",""654:00048"",""730:00048"",""766:00048"",""776:00048""]",11
"""O94906""",[],9
"""O94907""",[],2
"""O94911""",[],1
"""O94913""",[],10
"""O94919""",[],1
"""O94923""",[],2
"""O94925""",[],1
"""O94927""",[],22
"""O94929""",[],1
"""O94933""",[],1
"""O94941""",[],3
"""O94952""",[],9
"""O94953""",[],13
"""O94953""","[""null:01148""]",1
"""O94955""",[],2
"""O94956""",[],1
"""O94966""",[],2
"""O94972""",[],3
"""O94973""",[],43
"""O94973-3""",[],2
"""O94979""",[],11
"""O94986""",[],22
"""O94988""",[],1
"""O94989""",[],3
"""O94991""",[],1
"""O95006""",[],1
"""O95007""",[],1
"""O95013""",[],1
"""O95045""",[],2
"""O95047""",[],1
"""O95050""",[],1
"""O95059""",[],1
"""O95067""",[],12
"""O95069""",[],2
"""O95072""",[],3
"""O95084""","[""null:00696""]",1
"""O95084""",[],1
"""O95125""",[],1
"""O95136""",[],4
"""O95139""",[],6
"""O95140""",[],2
"""O95140""","[""null:01148""]",4
"""O95149""",[],2
"""O95150""",[],2
"""O95153""",[],11
"""O95154""",[],1
"""O95163""",[],1
"""O95166""",[],7
"""O95167""",[],7
"""O95168""",[],7
"""O95169""",[],10
"""O95178""",[],7
"""O95180""",[],1
"""O95182""",[],7
"""O95185""",[],3
"""O95185""","[""449:00048"",""454:00048"",""568:00048"",""649:00048"",""667:00048""]",2
"""O95190""",[],2
"""O95196""",[],1
"""O95196""","[""null:00814""]",13
"""O95197""",[],1
"""O95198""",[],6
"""O95201""",[],1
"""O95202""",[],1
"""O95208""",[],16
"""O95210""",[],2
"""O95221""",[],1
"""O95222""",[],1
"""O95229""",[],13
"""O95235""",[],5
"""O95235""","[""528:00046""]",1
"""O95237""",[],3
"""O95239""",[],6
"""O95243""",[],5
"""O95248""",[],4
"""O95249""",[],6
"""O95251""",[],1
"""O95255""",[],1
"""O95256""",[],1
"""O95258""",[],4
"""O95259""",[],1
"""O95263""",[],1
"""O95264""",[],1
"""O95267""","[""184:00047""]",2
"""O95267""",[],4
"""O95271""",[],7
"""O95274""","[""326:00094""]",1
"""O95278""",[],4
"""O95279""",[],1
"""O95292""",[],5
"""O95294""",[],2
"""O95295""",[],4
"""O95298""",[],8
"""O95299""",[],7
"""O95302""",[],1
"""O95336""",[],1
"""O95340""",[],4
"""O95342""",[],1
"""O95347""",[],9
"""O95352""","[""445:00046"",""729:00046""]",1
"""O95352""","[""445:00046"",""602:00046"",""729:00046"",""599:00047""]",5
"""O95352""","[""572:01777""]",5
"""O95352""",[],12
"""O95363""",[],1
"""O95371""",[],1
"""O95372""",[],1
"""O95376""",[],3
"""O95379""",[],1
"""O95391""",[],5
"""O95393""",[],2
"""O95394""",[],1
"""O95395""",[],2
"""O95396""",[],2
"""O95396""","[""412:00274""]",2
"""O95398""",[],5
"""O95399""",[],4
"""O95400""",[],7
"""O95402""",[],2
"""O95405-1""",[],11
"""O95406""",[],11
"""O95407""",[],1
"""O95415""",[],1
"""O95427""",[],1
"""O95429""","[""463:00048"",""583:00048"",""585:00048"",""653:00048"",""654:00048"",""730:00048"",""766:00048"",""776:00048""]",11
"""O95429""",[],5
"""O95436""",[],1
"""O95445""",[],1
"""O95450""",[],2
"""O95450""","[""null:00812""]",2
"""O95453""",[],2
"""O95460""",[],1
"""O95461""",[],2
"""O95466""",[],5
"""O95470""","[""353:00128""]",2
"""O95471""",[],1
"""O95476""",[],1
"""O95477""","[""1042:00046"",""2054:00046"",""3:00115"",""23:00115"",""1110:00115"",""1111:00115""]",4
"""O95477""","[""3:00115"",""23:00115"",""1110:00115"",""1111:00115""]",3
"""O95477""",[],1
"""O95484""",[],1
"""O95486""",[],18
"""O95486""","[""null:00696""]",2
"""O95487""","[""null:00696""]",2
"""O95487""",[],18
"""O95497""",[],2
"""O95497""","[""491:00097""]",1
"""O95498""",[],1
"""O95498""","[""493:00094""]",1
"""O95500""",[],1
"""O95503""",[],4
"""O95528""",[],1
"""O95544""",[],1
"""O95551""",[],1
"""O95563""",[],1
"""O95571""",[],1
"""O95573""",[],2
"""O95602""",[],12
"""O95613""",[],22
"""O95619""",[],2
"""O95622""",[],18
"""O95628""",[],2
"""O95630""",[],1
"""O95631""",[],22
"""O95633""","[""null:00696""]",1
"""O95633""",[],2
"""O95639""",[],16
"""O95644""","[""175:00046"",""176:00046"",""178:00046"",""179:00046"",""181:00046"",""233:00046"",""237:00046"",""241:00046"",""257:00046"",""278:00046"",""286:00046"",""290:00046""]",2
"""O95644""","[""257:00046""]",2
"""O95665""",[],4
"""O95670""",[],4
"""O95674""",[],1
"""O95677""","[""null:00696""]",2
"""O95677""",[],1
"""O95678""",[],3
"""O95684""","[""766:00048"",""null:00048""]",7
"""O95684""",[],25
"""O95696""",[],5
"""O95707""",[],1
"""O95711""",[],1
"""O95714""","[""4827:00047"",""null:01149""]",20
"""O95714""","[""4827:00047""]",2
"""O95714""","[""null:01149""]",1
"""O95714""",[],6
"""O95716""","[""217:00113"",""219:00113""]",1
"""O95716""",[],3
"""O95718""",[],1
"""O95721""",[],2
"""O95727""",[],1
"""O95741""",[],1
"""O95749""",[],2
"""O95750""",[],33
"""O95755""","[""332:00113"",""333:00113""]",1
"""O95755""",[],3
"""O95757""",[],5
"""O95760""",[],4
"""O95760""","[""null:01148""]",1
"""O95772""",[],1
"""O95777""",[],2
"""O95780""",[],1
"""O95782""",[],43
"""O95786""","[""154:01148"",""164:01148"",""172:01148""]",23
"""O95786""","[""null:01148""]",3
"""O95786""",[],7
"""O95803""",[],2
"""O95813""",[],3
"""O95816""",[],1
"""O95817""",[],1
"""O95819""",[],1
"""O95822-2""",[],3
"""O95832""",[],1
"""O95835""",[],7
"""O95835""","[""909:00046"",""1097:00047""]",6
"""O95837""",[],25
"""O95838""",[],4
"""O95843""",[],2
"""O95847""",[],4
"""O95848""",[],1
"""O95861""",[],1
"""O95863""",[],1
"""O95864""",[],4
"""O95865""",[],1
"""O95866""",[],3
"""O95867""","[""99:00105""]",1
"""O95868""","[""104:00105""]",1
"""O95886""",[],4
"""O95907""",[],4
"""O95918""",[],1
"""O95922""",[],1
"""O95925""","[""null:00798""]",1
"""O95926""",[],2
"""O95944""",[],2
"""O95954""",[],1
"""O95967""",[],3
"""O95970""",[],2
"""O95971""",[],1
"""O95972""",[],1
"""O95972""","[""null:00696""]",1
"""O95977""",[],4
"""O95980""","[""942:00105""]",1
"""O95983""",[],6
"""O95989""",[],4
"""O95992""",[],1
"""O95997""","[""null:01148""]",1
"""O95997""",[],5
"""O95998""",[],4
"""O95999""",[],5
"""O95999""","[""null:00696""]",9
"""O96000""",[],7
"""O96006""",[],1
"""O96007""",[],1
"""O96008""",[],4
"""O96009""",[],2
"""O96013""",[],1
"""O96014""",[],1
"""O96014""","[""null:00160""]",1
"""O96014""","[""null:00160"",""215:01381""]",10
"""O96015""",[],1
"""O96017""","[""68:00047""]",3
"""O96017""",[],2
"""O96017""","[""379:00046"",""68:00047"",""383:00047"",""387:00047""]",7
"""O96018""",[],1
"""O96019""",[],7
"""O96020""",[],17
"""O96028""","[""102:00046""]",26
"""O96028""",[],7
"""O96033""","[""88:01625""]",2
"""O96033""",[],2
"""P00156""",[],1
"""P00167""",[],2
"""P00325""",[],1
"""P00326""",[],2
"""P00338""",[],2
"""P00352""",[],3
"""P00367""","[""null:00064""]",1
"""P00367""",[],4
"""P00367""","[""null:00752""]",1
"""P00374""",[],3
"""P00387""","[""2:00068""]",2
"""P00387""",[],1
"""P00390-1""",[],1
"""P00390-2""",[],2
"""P00395""",[],1
"""P00403""",[],1
"""P00414""",[],1
"""P00439""",[],1
"""P00441""","[""57:00798""]",4
"""P00441""",[],6
"""P00450""","[""null:00696""]",1
"""P00450""",[],3
"""P00451""",[],18
"""P00480""",[],4
"""P00488""",[],3
"""P00491""",[],6
"""P00492""",[],1
"""P00519""",[],11
"""P00519""","[""456:00046""]",4
"""P00533""","[""750:01631"",""748:01632"",""746:01636"",""749:01636"",""747:01641"",""751:01647""]",6
"""P00533""",[],27
"""P00533""","[""992:00048"",""1045:00048"",""1068:00048"",""1086:00048"",""1148:00048"",""1173:00048"",""748:01632"",""749:01636"",""747:01641""]",15
"""P00533""","[""992:00048"",""1045:00048"",""1068:00048"",""1086:00048"",""1148:00048"",""1173:00048"",""750:01631"",""748:01632"",""749:01636"",""747:01641"",""752:01646"",""751:01647""]",15
"""P00533""","[""750:01631"",""748:01632"",""749:01636"",""747:01641""]",6
"""P00533""","[""992:00048"",""1045:00048"",""1068:00048"",""1086:00048"",""1148:00048"",""1173:00048"",""750:01631"",""748:01632"",""746:01636"",""749:01636"",""747:01641""]",15
"""P00533""","[""992:00048"",""1045:00048"",""1068:00048"",""1086:00048"",""1148:00048"",""1173:00048""]",100
"""P00533""","[""750:01631"",""748:01632"",""749:01636"",""747:01641"",""752:01646"",""751:01647""]",6
"""P00533""","[""748:01632"",""749:01636"",""747:01641""]",6
"""P00533""","[""750:01631"",""748:01632"",""746:01636"",""749:01636"",""747:01641""]",7
"""P00533""","[""1068:00048"",""1086:00048"",""1148:00048"",""1173:00048""]",1
"""P00533""","[""992:00048"",""1045:00048"",""1068:00048"",""1086:00048"",""1148:00048"",""1173:00048"",""750:01631"",""748:01632"",""749:01636"",""747:01641""]",15
"""P00533""","[""992:00048"",""1045:00048"",""1068:00048"",""1086:00048"",""1148:00048"",""1173:00048"",""750:01631"",""748:01632"",""749:01636"",""747:01641"",""751:01647""]",15
"""P00533""","[""992:00048"",""1045:00048"",""1068:00048"",""1086:00048"",""1173:00048""]",2
"""P00533""","[""992:00048"",""1068:00048"",""1086:00048"",""1148:00048"",""1173:00048""]",13
"""P00533""","[""992:00048"",""1045:00048"",""1068:00048"",""1086:00048"",""1148:00048"",""1173:00048"",""750:01631"",""748:01632"",""746:01636"",""749:01636"",""747:01641"",""751:01647""]",15
"""P00533""","[""750:01631"",""748:01632"",""749:01636"",""747:01641"",""751:01647""]",6
"""P00558""",[],2
"""P00568""",[],4
"""P00709""",[],2
"""P00734""","[""49:00041"",""50:00041"",""57:00041"",""59:00041"",""62:00041"",""63:00041"",""68:00041"",""69:00041"",""72:00041"",""75:00041""]",4
"""P00734""",[],24
"""P00736""",[],7
"""P00738""",[],2
"""P00738""","[""266:00798"",""309:00798"",""340:00798"",""351:00798"",""381:00798""]",2
"""P00738""","[""33:00798"",""52:00798"",""86:00798"",""92:00798"",""111:00798"",""145:00798"",""149:00798""]",2
"""P00739""",[],1
"""P00740""","[""110:00036""]",1
"""P00740""","[""110:00036"",""53:00041"",""54:00041"",""61:00041"",""63:00041"",""66:00041"",""67:00041"",""72:00041"",""73:00041"",""76:00041"",""79:00041"",""82:00041"",""86:00041""]",7
"""P00740""",[],6
"""P00742""",[],10
"""P00742""","[""102:00036""]",1
"""P00742""","[""102:00036"",""46:00041"",""47:00041"",""54:00041"",""56:00041"",""59:00041"",""60:00041"",""65:00041"",""66:00041"",""69:00041"",""72:00041"",""79:00041""]",10
"""P00746""",[],5
"""P00747""",[],24
"""P00748""",[],3
"""P00749""",[],8
"""P00750""",[],9
"""P00751""",[],16
"""P00797""",[],3
"""P00813""",[],1
"""P00846""",[],4
"""P00915""",[],4
"""P00918""",[],4
"""P00966""",[],1
"""P01008""",[],10
"""P01008""","[""null:00696""]",1
"""P01009""","[""null:00160""]",11
"""P01009""","[""null:00696""]",1
"""P01009""",[],3
"""P01011""",[],3
"""P01019""",[],24
"""P01023""",[],5
"""P01024""","[""1013:00685""]",6
"""P01024""","[""null:00696""]",1
"""P01024""",[],42
"""P01024""","[""1010:00117""]",6
"""P01031""",[],17
"""P01033""","[""null:00696""]",1
"""P01033""",[],3
"""P01034""","[""null:00696""]",1
"""P01034""",[],3
"""P01040""",[],4
"""P01042""","[""null:00696""]",1
"""P01042""",[],14
"""P01100""","[""362:00046"",""374:00046"",""325:00047"",""331:00047""]",6
"""P01100""",[],2
"""P01106""",[],9
"""P01106""","[""null:01148""]",1
"""P01111""",[],87
"""P01112""",[],89
"""P01116""",[],87
"""P01127""",[],29
"""P01130""",[],27
"""P01133""",[],110
"""P01135""",[],11
"""P01137""",[],53
"""P01138""",[],59
"""P01148""",[],4
"""P01160""",[],2
"""P01178""",[],4
"""P01185""",[],27
"""P01189""",[],21
"""P01210""","[""null:00696""]",1
"""P01210""",[],5
"""P01213""",[],10
"""P01215""","[""76:00693"",""102:00693""]",15
"""P01222""",[],7
"""P01225""",[],5
"""P01229""","[""50:00693""]",8
"""P01236""",[],7
"""P01241""",[],24
"""P01242""",[],24
"""P01258""",[],4
"""P01270""",[],4
"""P01275""","[""127:00091""]",7
"""P01275""",[],14
"""P01282""",[],4
"""P01286""",[],4
"""P01298""",[],4
"""P01303""",[],4
"""P01308""","[""31:00798"",""43:00798""]",16
"""P01308""","[""95:00798"",""96:00798"",""100:00798"",""109:00798""]",16
"""P01308""",[],6
"""P01308""","[""31:00798"",""43:00798"",""95:00798"",""96:00798"",""100:00798"",""109:00798""]",9
"""P01344""",[],22
"""P01350""",[],4
"""P01374""",[],4
"""P01375""",[],21
"""P01562""",[],13
"""P01563""",[],13
"""P01566""",[],13
"""P01567""",[],13
"""P01568""",[],13
"""P01569""",[],13
"""P01570""",[],13
"""P01571""",[],13
"""P01574""",[],13
"""P01579""",[],10
"""P01583""",[],1
"""P01583""","[""82:00087"",""83:00087""]",13
"""P01584""",[],15
"""P01589""",[],18
"""P01591""",[],1
"""P01593""",[],43
"""P01594""",[],43
"""P01597""",[],43
"""P01599""",[],43
"""P01601""",[],43
"""P01602""",[],43
"""P01611""",[],43
"""P01614""",[],43
"""P01615""",[],43
"""P01619""",[],43
"""P01624""",[],43
"""P01699""",[],43
"""P01700""",[],43
"""P01701""",[],43
"""P01703""",[],43
"""P01704""",[],43
"""P01705""",[],43
"""P01706""",[],43
"""P01709""",[],43
"""P01714""",[],43
"""P01715""",[],43
"""P01717""",[],43
"""P01718""",[],43
"""P01721""",[],43
"""P01730""",[],46
"""P01732""",[],1
"""P01733""",[],17
"""P01737""",[],17
"""P01742""",[],44
"""P01743""",[],44
"""P01762""",[],44
"""P01763""",[],44
"""P01764""",[],44
"""P01766""",[],44
"""P01767""",[],44
"""P01768""",[],44
"""P01772""",[],44
"""P01780""",[],44
"""P01782""",[],44
"""P01814""",[],44
"""P01817""",[],44
"""P01824""",[],44
"""P01825""",[],44
"""P01833""",[],1
"""P01834""",[],43
"""P01848""",[],17
"""P01850""",[],17
"""P01854""",[],11
"""P01857""",[],22
"""P01859""",[],22
"""P01860""",[],22
"""P01861""",[],22
"""P01871""",[],9
"""P01876""",[],1
"""P01877""",[],1
"""P01880""",[],8
"""P01889""",[],17
"""P01891""",[],16
"""P01892""",[],20
"""P01893""",[],17
"""P01903""",[],31
"""P01906""",[],31
"""P01909""",[],31
"""P01911""",[],31
"""P01912""",[],31
"""P01920""",[],31
"""P02144""",[],2
"""P02452""","[""null:00037"",""null:00038"",""null:00039""]",10
"""P02452""","[""null:00038"",""null:00039"",""null:00162""]",6
"""P02452""","[""null:00037""]",10
"""P02452""","[""null:00038"",""null:00039"",""null:01914""]",8
"""P02452""","[""null:00037"",""null:00039""]",10
"""P02452""","[""null:00039"",""null:01914""]",8
"""P02452""","[""null:01914""]",8
"""P02452""","[""null:00039"",""null:00162""]",6
"""P02452""","[""null:00162""]",6
"""P02452""","[""null:00039""]",9
"""P02452""",[],8
"""P02452""","[""null:00038"",""null:00039""]",7
"""P02458""","[""null:00038"",""null:00039"",""null:01914""]",8
"""P02458""","[""null:00037"",""null:00039""]",10
"""P02458""","[""null:00037""]",10
"""P02458""","[""null:00038"",""null:00039"",""null:00162""]",6
"""P02458""","[""null:01914""]",8
"""P02458""","[""null:00039"",""null:00162""]",6
"""P02458""","[""null:00039"",""null:01914""]",8
"""P02458""","[""null:00162""]",6
"""P02458""","[""null:00039""]",9
"""P02458""",[],8
"""P02458""","[""null:00038"",""null:00039""]",7
"""P02458""","[""null:00037"",""null:00038"",""null:00039""]",10
"""P02461""","[""null:00038"",""null:00039""]",7
"""P02461""","[""null:00037"",""null:00038"",""null:00039""]",10
"""P02461""","[""null:00038"",""null:00039"",""null:01914""]",8
"""P02461""","[""null:00037"",""null:00039""]",10
"""P02461""","[""null:00038"",""null:00039"",""null:00162""]",6
"""P02461""","[""null:00037""]",10
"""P02461""","[""null:01914""]",8
"""P02461""","[""null:00039"",""null:00162""]",6
"""P02461""","[""null:00039"",""null:01914""]",8
"""P02461""","[""null:00162""]",6
"""P02461""","[""null:00039""]",9
"""P02461""",[],8
"""P02462""","[""null:00037"",""null:00039""]",9
"""P02462""","[""null:00037""]",9
"""P02462""","[""null:00038"",""null:00039"",""null:00162""]",5
"""P02462""","[""null:00039"",""null:00162""]",5
"""P02462""","[""null:01914""]",7
"""P02462""","[""null:00039"",""null:01914""]",7
"""P02462""","[""null:00162""]",5
"""P02462""","[""null:00039""]",8
"""P02462""",[],10
"""P02462""","[""null:00038"",""null:00039""]",6
"""P02462""","[""null:00037"",""null:00038"",""null:00039""]",9
"""P02462""","[""null:00038"",""null:00039"",""null:01914""]",7
"""P02533""",[],3
"""P02538""",[],3
"""P02545""","[""338:00046"",""494:00046"",""621:00046"",""491:00047"",""341:00048""]",5
"""P02545""","[""621:00046""]",1
"""P02545-1""","[""22:00046"",""395:00046""]",1
"""P02545-1""","[""395:00046""]",1
"""P02545-1""",[],3
"""P02545-1""","[""22:00046"",""392:00046""]",1
"""P02545-2""","[""395:00046""]",1
"""P02545-2""",[],1
"""P02545-2""","[""22:00046"",""395:00046""]",1
"""P02549""",[],16
"""P02585""",[],4
"""P02647""",[],41
"""P02647""","[""null:00696""]",1
"""P02649""","[""null:00696""]",1
"""P02649""",[],18
"""P02652""","[""null:00696""]",1
"""P02652""",[],15
"""P02654""",[],4
"""P02655""",[],11
"""P02656""",[],11
"""P02671""","[""null:00696""]",1
