Pathway StId	Pathway Name	# Entities Found	# Entities Total	Entities Ratio	Entities P-Value	Significant	Entities FDR	# Reactions Found	# Reactions Total	Reactions Ratio	Entities Found	Reactions Found
R-HSA-3928663	"EPHA-mediated growth cone collapse"	4	15	0.26666666666666666	2.6740767123467624E-4	Yes	0.0010768579192963988	4	18	0.2222222222222222	P06241,P07948,P12931,P35579	R-HSA-3928602,R-HSA-3928616,R-HSA-3928648,R-HSA-3928651
R-HSA-418555	"G alpha (s) signalling events"	2	577	0.0034662045060658577	0.999915971901334	No	0.23206772556588592	2	579	0.0034542314335060447	P49407,Q14432	R-HSA-418553,R-HSA-8852167
R-HSA-180292	"GAB1 signalosome"	1	11	0.09090909090909091	0.19901978376368867	No	0.09443932414264207	1	17	0.058823529411764705	P12931	R-HSA-177923
R-HSA-8985947	"Interleukin-9 signaling"	1	5	0.2	0.09592485262182104	No	0.06838661741938439	2	5	0.4	P52333	R-HSA-451895,R-HSA-8963734
R-HSA-1266738	"Developmental Biology"	25	599	0.041736227045075125	4.888565239339338E-4	Yes	0.0017342767158608603	102	747	0.13654618473895583	O14639,O94929,P06241,P07900,P07948,P12931,P13646,P16157,P16333,P22694,P35579,P49841,P50552,P53667,Q01082,Q02750,Q12982,Q13459,Q99490,Q99704,Q9NRY4,Q9UQ16,Q9Y2W1,Q9Y490,Q9Y4H2	R-HSA-109860,R-HSA-373716,R-HSA-373729,R-HSA-373739,R-HSA-374675,R-HSA-374701,R-HSA-376117,R-HSA-376119,R-HSA-376121,R-HSA-376140,R-HSA-381309,R-HSA-391865,R-HSA-391866,R-HSA-391867,R-HSA-391868,R-HSA-391871,R-HSA-392051,R-HSA-392053,R-HSA-392054,R-HSA-392751,R-HSA-3928577,R-HSA-3928580,R-HSA-3928583,R-HSA-3928584,R-HSA-3928594,R-HSA-3928602,R-HSA-3928604,R-HSA-3928607,R-HSA-3928608,R-HSA-3928614,R-HSA-3928615,R-HSA-3928616,R-HSA-3928623,R-HSA-3928625,R-HSA-3928627,R-HSA-3928628,R-HSA-3928631,R-HSA-3928633,R-HSA-3928639,R-HSA-3928640,R-HSA-3928641,R-HSA-3928642,R-HSA-3928645,R-HSA-3928648,R-HSA-3928651,R-HSA-399928,R-HSA-399930,R-HSA-399931,R-HSA-399933,R-HSA-399934,R-HSA-399935,R-HSA-399936,R-HSA-399939,R-HSA-399941,R-HSA-399942,R-HSA-399944,R-HSA-399946,R-HSA-399947,R-HSA-399950,R-HSA-399951,R-HSA-399952,R-HSA-4093327,R-HSA-4093336,R-HSA-416559,R-HSA-416562,R-HSA-418850,R-HSA-418856,R-HSA-418858,R-HSA-418859,R-HSA-418863,R-HSA-418865,R-HSA-418868,R-HSA-418874,R-HSA-419087,R-HSA-419197,R-HSA-419645,R-HSA-428511,R-HSA-428515,R-HSA-428531,R-HSA-428534,R-HSA-428535,R-HSA-443774,R-HSA-445076,R-HSA-445084,R-HSA-445091,R-HSA-447030,R-HSA-447034,R-HSA-448957,R-HSA-449200,R-HSA-555065,R-HSA-622357,R-HSA-6805546,R-HSA-6805573,R-HSA-6806613,R-HSA-8854908,R-HSA-8855237,R-HSA-8855617,R-HSA-8855747,R-HSA-8855915,R-HSA-8985591,R-HSA-8985594,R-HSA-9010641
R-HSA-72706	"GTP hydrolysis and joining of the 60S ribosomal subunit"	4	113	0.035398230088495575	0.19548362509903772	No	0.09395825851534394	3	113	0.02654867256637168	O60841,O75821,P55884,Q04637	R-HSA-72619,R-HSA-72671,R-HSA-72672
R-HSA-2219530	"Constitutive Signaling by Aberrant PI3K in Cancer"	3	68	0.04411764705882353	0.15906831013281564	No	0.0849504595332958	1	86	0.011627906976744186	P06241,P12931,Q9Y4H2	R-HSA-2400009
R-HSA-140877	"Formation of Fibrin Clot (Clotting Cascade)"	4	39	0.10256410256410256	0.008412390830750516	Yes	0.015668077922272837	13	45	0.28888888888888886	P01042,P02671,P07359,P25116	R-HSA-140599,R-HSA-140840,R-HSA-140842,R-HSA-158145,R-HSA-158218,R-HSA-158251,R-HSA-158300,R-HSA-158311,R-HSA-158313,R-HSA-158333,R-HSA-158354,R-HSA-158419,R-HSA-5607058
R-HSA-140875	"Common Pathway of Fibrin Clot Formation"	2	22	0.09090909090909091	0.07343989539286544	No	0.059148888721821356	4	25	0.16	P02671,P25116	R-HSA-140599,R-HSA-140840,R-HSA-140842,R-HSA-5607058
R-HSA-2029485	"Role of phospholipids in phagocytosis"	1	113	0.008849557522123894	0.898847380097113	No	0.21671239423053373	2	117	0.017094017094017096	Q14643	R-HSA-169680,R-HSA-169683
R-HSA-9020702	"Interleukin-1 signaling"	2	58	0.034482758620689655	0.32649285588561994	No	0.11638142470563966	7	78	0.08974358974358974	Q02750,Q8NFZ5	R-HSA-451634,R-HSA-451649,R-HSA-5684248,R-HSA-5684250,R-HSA-5684261,R-HSA-5684267,R-HSA-5684275
R-HSA-1483226	"Synthesis of PI"	1	5	0.2	0.09592485262182104	No	0.06710236169319876	1	5	0.2	Q9BZ72	R-HSA-8869241
R-HSA-168176	"Toll Like Receptor 5 (TLR5) Cascade"	3	85	0.03529411764705882	0.24613600813702496	No	0.10131012489617879	8	129	0.06201550387596899	Q02750,Q14738,Q8NFZ5	R-HSA-199959,R-HSA-451634,R-HSA-451649,R-HSA-5684248,R-HSA-5684250,R-HSA-5684261,R-HSA-5684267,R-HSA-5684275
R-HSA-6811442	"Intra-Golgi and retrograde Golgi-to-ER traffic"	5	187	0.026737967914438502	0.3260304528918878	No	0.11677533048291175	8	188	0.0425531914893617	O00139,O75396,P47712,Q9NQT8,Q9UJW0	R-HSA-6811417,R-HSA-6811418,R-HSA-6811422,R-HSA-6811423,R-HSA-6811425,R-HSA-6811426,R-HSA-8848484,R-HSA-8849350
R-HSA-456926	"Thrombin signalling through proteinase activated receptors (PARs)"	3	32	0.09375	0.02758861148805203	Yes	0.03574524444973698	11	32	0.34375	P12931,P25116,P49407	R-HSA-114552,R-HSA-114558,R-HSA-114697,R-HSA-396941,R-HSA-396996,R-HSA-397835,R-HSA-397891,R-HSA-418091,R-HSA-418170,R-HSA-418172,R-HSA-418176
R-HSA-392451	"G beta:gamma signalling through PI3Kgamma"	1	48	0.020833333333333332	0.6209642679420809	No	0.16791955702970973	1	50	0.02	P52333	R-HSA-198284
R-HSA-1168372	"Downstream signaling events of B Cell Receptor (BCR)"	1	30	0.03333333333333333	0.4543595240055964	No	0.14222598545553333	1	34	0.029411764705882353	O95644	R-HSA-2025890
R-HSA-6811436	"COPI-independent Golgi-to-ER retrograde traffic"	2	34	0.058823529411764705	0.1506219841920382	No	0.08131404219062932	2	34	0.058823529411764705	P47712,Q9UJW0	R-HSA-8848484,R-HSA-8849350
R-HSA-6811434	"COPI-dependent Golgi-to-ER retrograde traffic"	3	84	0.03571428571428571	0.24079271056457419	No	0.10221684864422095	6	84	0.07142857142857142	O00139,O75396,Q9NQT8	R-HSA-6811417,R-HSA-6811418,R-HSA-6811422,R-HSA-6811423,R-HSA-6811425,R-HSA-6811426
R-HSA-8957275	"Post-translational protein phosphorylation"	8	107	0.07476635514018691	0.001631357879008144	Yes	0.004766123999455166	1	212	0.0047169811320754715	P01042,P02671,P02751,P02765,P02768,P04114,P19823,Q15084	R-HSA-8952289
R-HSA-168179	"Toll Like Receptor TLR1:TLR2 Cascade"	3	95	0.031578947368421054	0.3003700241231152	No	0.11359170963031515	8	141	0.05673758865248227	Q02750,Q14738,Q8NFZ5	R-HSA-199959,R-HSA-451634,R-HSA-451649,R-HSA-5684248,R-HSA-5684250,R-HSA-5684261,R-HSA-5684267,R-HSA-5684275
R-HSA-6811558	"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"	4	96	0.041666666666666664	0.13059057535735685	No	0.07814456115761514	2	123	0.016260162601626018	P06241,P12931,Q14738,Q9Y4H2	R-HSA-2316434,R-HSA-8857925
R-HSA-983189	"Kinesins"	2	45	0.044444444444444446	0.23013809606002478	No	0.10115214251605809	2	45	0.044444444444444446	O00139,Q9NQT8	R-HSA-983266,R-HSA-990489
R-HSA-8864260	"Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors"	1	25	0.04	0.3963169438681271	No	0.13181076927756905	4	31	0.12903225806451613	P06748	R-HSA-8869542,R-HSA-8869543,R-HSA-8869549,R-HSA-8869568
R-HSA-9020956	"Interleukin-27 signaling"	1	10	0.1	0.1826883004449068	No	0.08983682101086177	1	10	0.1	P27824	R-HSA-8950387
R-HSA-110314	"Recognition of DNA damage by PCNA-containing replication complex"	1	31	0.03225806451612903	0.46528357543108645	No	0.14353468476031445	2	32	0.0625	Q13619	R-HSA-5652005,R-HSA-5652009
R-HSA-1500931	"Cell-Cell communication"	12	122	0.09836065573770492	8.752938752576434E-6	Yes	5.9281267006085844E-5	24	124	0.1935483870967742	O00501,O75563,P06241,P12931,P16333,P21333,P50552,Q01082,Q13418,Q14289,Q15052,Q15149	R-HSA-373724,R-HSA-373727,R-HSA-373734,R-HSA-373747,R-HSA-391151,R-HSA-391152,R-HSA-391156,R-HSA-391157,R-HSA-420019,R-HSA-430347,R-HSA-432897,R-HSA-432909,R-HSA-432946,R-HSA-432952,R-HSA-432956,R-HSA-446077,R-HSA-446083,R-HSA-446089,R-HSA-446364,R-HSA-446391,R-HSA-451403,R-HSA-451758,R-HSA-532603,R-HSA-8981534
R-HSA-111885	"Opioid Signalling"	6	81	0.07407407407407407	0.006398107527398222	Yes	0.012222025917722245	15	101	0.1485148514851485	P22694,P47712,Q00722,Q01970,Q14643,Q14738	R-HSA-111870,R-HSA-111879,R-HSA-111881,R-HSA-111883,R-HSA-111898,R-HSA-111919,R-HSA-111924,R-HSA-111925,R-HSA-112037,R-HSA-169680,R-HSA-169683,R-HSA-177275,R-HSA-177284,R-HSA-201790,R-HSA-8951727
R-HSA-3000484	"Scavenging by Class F Receptors"	3	6	0.5	2.660495104119809E-4	Yes	0.0011011493625384765	1	7	0.14285714285714285	P04114,P07900,Q14162	R-HSA-2197645
R-HSA-8849469	"PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1"	2	9	0.2222222222222222	0.014548960938838063	Yes	0.023061650849860334	4	14	0.2857142857142857	Q96P48,Q99704	R-HSA-8848774,R-HSA-8848776,R-HSA-8848864,R-HSA-8848873
R-HSA-5688426	"Deubiquitination"	6	280	0.02142857142857143	0.49740347185981015	No	0.14912096037648231	6	416	0.014423076923076924	P49407,P54578,P54727,Q8NFZ5,Q96JH7,Q9NQC7	R-HSA-5688786,R-HSA-5689539,R-HSA-5690845,R-HSA-5696627,R-HSA-5696945,R-HSA-8940100
R-HSA-5689877	"Josephin domain DUBs"	1	12	0.08333333333333333	0.2150264772557149	No	0.0979784254162126	1	23	0.043478260869565216	P54727	R-HSA-5688786
R-HSA-6794362	"Protein-protein interactions at synapses"	3	91	0.03296703296703297	0.278539474086706	No	0.1086449781123539	3	91	0.03296703296703297	P11171,Q9UJU6,Q9Y2J2	R-HSA-6797553,R-HSA-6797554,R-HSA-6797568
R-HSA-1253288	"Downregulation of ERBB4 signaling"	1	8	0.125	0.14902460205048162	No	0.08285323024448418	2	12	0.16666666666666666	P46934	R-HSA-1973956,R-HSA-1977296
R-HSA-397795	"G-protein beta:gamma signalling"	3	51	0.058823529411764705	0.08513007712976861	No	0.06374061051424887	3	53	0.05660377358490566	P52333,Q00722,Q01970	R-HSA-198284,R-HSA-398040,R-HSA-398193
R-HSA-6794361	"Neurexins and neuroligins"	3	60	0.05	0.12214210276198811	No	0.07458677586695175	3	60	0.05	P11171,Q9UJU6,Q9Y2J2	R-HSA-6797553,R-HSA-6797554,R-HSA-6797568
R-HSA-418217	"G beta:gamma signalling through PLC beta"	2	20	0.1	0.06227462369722547	No	0.05302239389078055	2	20	0.1	Q00722,Q01970	R-HSA-398040,R-HSA-398193
R-HSA-165159	"mTOR signalling"	1	40	0.025	0.5543053792961251	No	0.15731714574309075	1	53	0.018867924528301886	Q04637	R-HSA-165766
R-HSA-190236	"Signaling by FGFR"	1	87	0.011494252873563218	0.8282495557469951	No	0.20846145913226735	1	116	0.008620689655172414	P12931	R-HSA-1295609
R-HSA-202427	"Phosphorylation of CD3 and TCR zeta chains"	1	41	0.024390243902439025	0.5632370926876207	No	0.15894380077737782	2	47	0.0425531914893617	Q12913	R-HSA-202214,R-HSA-202233
R-HSA-418457	"cGMP effects"	3	18	0.16666666666666666	0.006019099246891146	Yes	0.011647347893334816	2	20	0.1	Q14432,Q14643,Q9Y6F6	R-HSA-418442,R-HSA-418456
R-HSA-888590	"GABA synthesis, release, reuptake and degradation"	1	19	0.05263157894736842	0.31850356185335726	No	0.1168892382171188	2	19	0.10526315789473684	Q9H3Z4	R-HSA-888589,R-HSA-917744
R-HSA-5689880	"Ub-specific processing proteases"	3	204	0.014705882352941176	0.7809719548726046	No	0.1982364928041194	3	290	0.010344827586206896	P49407,P54578,Q9NQC7	R-HSA-5689539,R-HSA-5696627,R-HSA-5696945
R-HSA-8848021	"Signaling by PTK6"	3	54	0.05555555555555555	0.09686533141341191	No	0.0668191406509184	10	83	0.12048192771084337	Q96P48,Q99704,Q9NRY4	R-HSA-8848774,R-HSA-8848776,R-HSA-8848864,R-HSA-8848873,R-HSA-8849055,R-HSA-8849068,R-HSA-8849082,R-HSA-8849085,R-HSA-8849094,R-HSA-8981353
R-HSA-9032500	"Activated NTRK2 signals through FYN"	2	4	0.5	0.0030695354668639485	Yes	0.007497717779716858	2	7	0.2857142857142857	P06241,P12931	R-HSA-9032502,R-HSA-9037040
R-HSA-388841	"Costimulation by the CD28 family"	4	88	0.045454545454545456	0.1037953301420248	No	0.06966443329352115	14	104	0.1346153846153846	P06241,P07948,P12931,Q14738	R-HSA-388809,R-HSA-388814,R-HSA-388829,R-HSA-388831,R-HSA-388832,R-HSA-388833,R-HSA-389158,R-HSA-389348,R-HSA-389350,R-HSA-389352,R-HSA-389354,R-HSA-389381,R-HSA-389532,R-HSA-390329
R-HSA-5675221	"Negative regulation of MAPK pathway"	4	40	0.1	0.009166455427545461	Yes	0.01625954593695564	5	53	0.09433962264150944	P27448,Q02750,Q14738,Q8IVT5	R-HSA-5674019,R-HSA-5674496,R-HSA-5675417,R-HSA-5675431,R-HSA-5675433
R-HSA-5674135	"MAP2K and MAPK activation"	9	38	0.23684210526315788	1.0886010037847171E-7	Yes	1.6220154956392285E-6	7	44	0.1590909090909091	P02671,P02751,P12931,P18206,P27448,P49407,Q02750,Q8IVT5,Q9Y490	R-HSA-5672972,R-HSA-5672973,R-HSA-5672978,R-HSA-5672980,R-HSA-5674132,R-HSA-5674366,R-HSA-5674373
R-HSA-927802	"Nonsense-Mediated Decay (NMD)"	1	108	0.009259259259259259	0.8879947567583287	No	0.21514019310079832	3	109	0.027522935779816515	Q04637	R-HSA-927789,R-HSA-927832,R-HSA-927889
R-HSA-182971	"EGFR downregulation"	4	25	0.16	0.0017648047566640734	Yes	0.005056844398902826	10	30	0.3333333333333333	P42566,Q05209,Q99961,Q9UBC2	R-HSA-182986,R-HSA-182990,R-HSA-182994,R-HSA-183002,R-HSA-183072,R-HSA-8864029,R-HSA-8867041,R-HSA-8867044,R-HSA-8867047,R-HSA-8951490
R-HSA-8849471	"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases"	1	14	0.07142857142857142	0.24609108202410468	No	0.10328893301856788	6	17	0.35294117647058826	Q9NRY4	R-HSA-8849055,R-HSA-8849068,R-HSA-8849082,R-HSA-8849085,R-HSA-8849094,R-HSA-8981353
R-HSA-438064	"Post NMDA receptor activation events"	1	35	0.02857142857142857	0.5068458167726458	No	0.14984132281572268	1	48	0.020833333333333332	P22694	R-HSA-443474
R-HSA-8875878	"MET promotes cell motility"	1	27	0.037037037037037035	0.4202368656485247	No	0.13582493054583553	3	30	0.1	P12931	R-HSA-8874080,R-HSA-8874082,R-HSA-8874083
R-HSA-5674499	"Negative feedback regulation of MAPK pathway"	1	6	0.16666666666666666	0.11398132424238161	No	0.0732035228970468	1	9	0.1111111111111111	Q02750	R-HSA-5674496
R-HSA-2022870	"Chondroitin sulfate biosynthesis"	1	20	0.05	0.3321330317254113	No	0.11810935973051619	1	20	0.05	Q8NET6	R-HSA-1971483
R-HSA-69620	"Cell Cycle Checkpoints"	5	229	0.021834061135371178	0.4913419785828508	No	0.1494080710384587	4	249	0.01606425702811245	O00139,Q14008,Q14738,Q7L7X3,Q9NXR1	R-HSA-141409,R-HSA-141422,R-HSA-141431,R-HSA-141439
R-HSA-1483166	"Synthesis of PA"	1	39	0.02564102564102564	0.5451919144669082	No	0.15591860893583362	2	39	0.05128205128205128	P47712	R-HSA-1482604,R-HSA-1482656
R-HSA-2871837	"FCERI mediated NF-kB activation"	2	105	0.01904761904761905	0.626247247867328	No	0.16873569607998531	2	112	0.017857142857142856	P07948,Q7LDG7	R-HSA-2730871,R-HSA-2730882
R-HSA-3371511	"HSF1 activation"	1	11	0.09090909090909091	0.19901978376368867	No	0.09413951676441147	3	12	0.25	P07900	R-HSA-3371586,R-HSA-5082409,R-HSA-5324632
R-HSA-111997	"CaM pathway"	1	26	0.038461538461538464	0.4083972010697061	No	0.13492501764830647	4	29	0.13793103448275862	P22694	R-HSA-111919,R-HSA-111924,R-HSA-111925,R-HSA-8951727
R-HSA-6782135	"Dual incision in TC-NER"	1	65	0.015384615384615385	0.7314730113265605	No	0.18823744160217187	6	66	0.09090909090909091	Q13619	R-HSA-6782131,R-HSA-6782138,R-HSA-6782141,R-HSA-6782204,R-HSA-6782211,R-HSA-6782224
R-HSA-111995	"phospho-PLA2 pathway"	1	2	0.5	0.039528743449814274	Yes	0.04428408100768667	3	3	1.0	P47712	R-HSA-111881,R-HSA-111883,R-HSA-111898
R-HSA-3000497	"Scavenging by Class H Receptors"	1	4	0.25	0.07750221577646144	No	0.05983331684296764	2	4	0.5	P04114	R-HSA-2197770,R-HSA-2203479
R-HSA-111996	"Ca-dependent events"	2	28	0.07142857142857142	0.11019084664034551	No	0.07362527421260753	7	32	0.21875	P22694,P47712	R-HSA-111881,R-HSA-111883,R-HSA-111898,R-HSA-111919,R-HSA-111924,R-HSA-111925,R-HSA-8951727
R-HSA-201681	"TCF dependent signaling in response to WNT"	2	153	0.013071895424836602	0.8154004236592461	No	0.20592315783936893	5	199	0.02512562814070352	P49841,Q14738	R-HSA-1504186,R-HSA-201677,R-HSA-201685,R-HSA-201691,R-HSA-5323526
R-HSA-1839117	"Signaling by cytosolic FGFR1 fusion mutants"	2	18	0.1111111111111111	0.05176063133294795	No	0.05073903992506082	5	34	0.14705882352941177	Q32MZ4,Q92614	R-HSA-1839031,R-HSA-1839039,R-HSA-1839065,R-HSA-1839080,R-HSA-1839091
R-HSA-500792	"GPCR ligand binding"	3	460	0.006521739130434782	0.9956409023987149	No	0.23179764758970084	3	463	0.0064794816414686825	P01042,P21731,P25116	R-HSA-374331,R-HSA-389463,R-HSA-391939
R-HSA-1430728	"Metabolism"	24	1930	0.012435233160621761	0.9980978167291186	No	0.23200713680598856	78	2036	0.03831041257367387	A0FGR8,O95674,O95772,P02768,P04114,P06737,P07900,P11413,P19634,P22694,P27987,P46019,P47712,Q00722,Q01433,Q01970,Q14643,Q14738,Q8NCE2,Q8NET6,Q93100,Q9BZ23,Q9BZ72,Q9Y2I7	R-HSA-111883,R-HSA-111925,R-HSA-1482604,R-HSA-1482612,R-HSA-1482656,R-HSA-1482685,R-HSA-1482759,R-HSA-1482771,R-HSA-1482825,R-HSA-1482828,R-HSA-1482856,R-HSA-1482862,R-HSA-1482884,R-HSA-1482897,R-HSA-1482900,R-HSA-1483165,R-HSA-1497784,R-HSA-1497796,R-HSA-1497810,R-HSA-163416,R-HSA-163418,R-HSA-163672,R-HSA-163676,R-HSA-163688,R-HSA-163689,R-HSA-163750,R-HSA-163769,R-HSA-163773,R-HSA-164056,R-HSA-1675866,R-HSA-1675910,R-HSA-1675921,R-HSA-1675994,R-HSA-1676005,R-HSA-1676020,R-HSA-1676168,R-HSA-1676174,R-HSA-1676203,R-HSA-169680,R-HSA-169683,R-HSA-1855153,R-HSA-1855177,R-HSA-194079,R-HSA-194083,R-HSA-194121,R-HSA-194130,R-HSA-194153,R-HSA-196126,R-HSA-196857,R-HSA-1971483,R-HSA-202111,R-HSA-202127,R-HSA-202129,R-HSA-202137,R-HSA-202144,R-HSA-2160884,R-HSA-2187332,R-HSA-2395764,R-HSA-2395768,R-HSA-2395784,R-HSA-2404131,R-HSA-2404140,R-HSA-2423785,R-HSA-2424254,R-HSA-2429643,R-HSA-265682,R-HSA-381707,R-HSA-399998,R-HSA-400023,R-HSA-453337,R-HSA-453339,R-HSA-70377,R-HSA-71541,R-HSA-71588,R-HSA-71590,R-HSA-76590,R-HSA-8857662,R-HSA-8869241
R-HSA-166016	"Toll Like Receptor 4 (TLR4) Cascade"	4	125	0.032	0.24616988767686543	No	0.10104494012080702	9	180	0.05	Q02750,Q14738,Q8NFZ5,Q9UQ16	R-HSA-199959,R-HSA-2201293,R-HSA-451634,R-HSA-451649,R-HSA-5684248,R-HSA-5684250,R-HSA-5684261,R-HSA-5684267,R-HSA-5684275
R-HSA-168316	"Assembly of Viral Components at the Budding Site"	1	2	0.5	0.039528743449814274	Yes	0.04530602133863328	1	2	0.5	P27824	R-HSA-169921
R-HSA-418346	"Platelet homeostasis"	8	90	0.08888888888888889	5.452059175032886E-4	Yes	0.001889201900185814	10	94	0.10638297872340426	P04114,P47712,Q13586,Q14432,Q14643,Q14738,Q96D31,Q9Y6F6	R-HSA-139854,R-HSA-418442,R-HSA-418456,R-HSA-428961,R-HSA-432121,R-HSA-432129,R-HSA-432143,R-HSA-434700,R-HSA-434798,R-HSA-8948034
R-HSA-69618	"Mitotic Spindle Checkpoint"	5	110	0.045454545454545456	0.07340269100193297	No	0.05944022260482616	4	110	0.03636363636363636	O00139,Q14008,Q14738,Q7L7X3,Q9NXR1	R-HSA-141409,R-HSA-141422,R-HSA-141431,R-HSA-141439
R-HSA-2132295	"MHC class II antigen presentation"	2	71	0.028169014084507043	0.41954522069537126	No	0.1367882667037425	5	73	0.0684931506849315	P27824,Q9UQ16	R-HSA-2130478,R-HSA-2130641,R-HSA-2213241,R-HSA-8951498,R-HSA-8951500
R-HSA-68886	"M Phase"	11	303	0.036303630363036306	0.044748367405337386	Yes	0.04598280512686393	18	370	0.04864864864864865	O00139,O43768,P02545,P07900,P56211,Q14008,Q14738,Q7L7X3,Q8TD19,Q8TEP8,Q9NXR1	R-HSA-1638803,R-HSA-1638821,R-HSA-2168079,R-HSA-2430535,R-HSA-2430552,R-HSA-2467809,R-HSA-2467811,R-HSA-2468287,R-HSA-2980720,R-HSA-2984220,R-HSA-2984226,R-HSA-2984258,R-HSA-2990880,R-HSA-2995376,R-HSA-375302,R-HSA-380316,R-HSA-380508,R-HSA-5244669
R-HSA-1483255	"PI Metabolism"	2	84	0.023809523809523808	0.5056972141047048	No	0.1509997693418858	9	85	0.10588235294117647	Q8NCE2,Q9Y2I7	R-HSA-1675866,R-HSA-1675910,R-HSA-1675921,R-HSA-1675994,R-HSA-1676005,R-HSA-1676020,R-HSA-1676168,R-HSA-1676174,R-HSA-1676203
R-HSA-399955	"SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion"	2	14	0.14285714285714285	0.032978709385190874	Yes	0.04094856415327867	7	18	0.3888888888888889	P06241,Q9Y490	R-HSA-399928,R-HSA-399933,R-HSA-399934,R-HSA-399935,R-HSA-399936,R-HSA-399941,R-HSA-399942
R-HSA-512988	"Interleukin-3, 5 and GM-CSF signaling"	3	44	0.06818181818181818	0.06037799795135523	No	0.05261006839036217	6	55	0.10909090909090909	P06241,P07948,P52333	R-HSA-453111,R-HSA-508247,R-HSA-879917,R-HSA-912629,R-HSA-913374,R-HSA-913424
R-HSA-450294	"MAP kinase activation"	3	63	0.047619047619047616	0.13559525843712883	No	0.07740878738364826	8	96	0.08333333333333333	Q02750,Q14738,Q8NFZ5	R-HSA-199959,R-HSA-451634,R-HSA-451649,R-HSA-5684248,R-HSA-5684250,R-HSA-5684261,R-HSA-5684267,R-HSA-5684275
R-HSA-399956	"CRMPs in Sema3A signaling"	2	16	0.125	0.041969785090825384	Yes	0.04564597064622614	5	34	0.14705882352941177	P06241,P49841	R-HSA-399931,R-HSA-399944,R-HSA-399946,R-HSA-399947,R-HSA-399951
R-HSA-1483257	"Phospholipid metabolism"	5	211	0.023696682464454975	0.4212682516492805	No	0.1352779514994457	24	213	0.11267605633802817	O95674,P47712,Q8NCE2,Q9BZ72,Q9Y2I7	R-HSA-1482604,R-HSA-1482612,R-HSA-1482656,R-HSA-1482685,R-HSA-1482759,R-HSA-1482771,R-HSA-1482825,R-HSA-1482828,R-HSA-1482856,R-HSA-1482862,R-HSA-1482884,R-HSA-1482897,R-HSA-1482900,R-HSA-1483165,R-HSA-1675866,R-HSA-1675910,R-HSA-1675921,R-HSA-1675994,R-HSA-1676005,R-HSA-1676020,R-HSA-1676168,R-HSA-1676174,R-HSA-1676203,R-HSA-8869241
R-HSA-5696395	"Formation of Incision Complex in GG-NER"	2	43	0.046511627906976744	0.21537840985993584	No	0.09724661536100132	8	64	0.125	P54727,Q13619	R-HSA-5689317,R-HSA-5689861,R-HSA-5690991,R-HSA-5690996,R-HSA-5691000,R-HSA-5696670,R-HSA-6790454,R-HSA-6790487
R-HSA-399954	"Sema3A PAK dependent Axon repulsion"	3	16	0.1875	0.0043532199659456206	Yes	0.009266139641798536	5	22	0.22727272727272727	P06241,P07900,P53667	R-HSA-399930,R-HSA-399939,R-HSA-399950,R-HSA-399952,R-HSA-419645
R-HSA-5696394	"DNA Damage Recognition in GG-NER"	2	38	0.05263157894736842	0.17896443769209602	No	0.09069966400041601	5	42	0.11904761904761904	P54727,Q13619	R-HSA-5691004,R-HSA-5691006,R-HSA-5696655,R-HSA-5696664,R-HSA-6782943
R-HSA-5607764	"CLEC7A (Dectin-1) signaling"	3	40	0.075	0.04802980040703253	Yes	0.04802980040703253	4	50	0.08	O95644,P12931,Q14643	R-HSA-169680,R-HSA-169683,R-HSA-2730867,R-HSA-5607750
R-HSA-5607763	"CLEC7A (Dectin-1) induces NFAT activation"	2	11	0.18181818181818182	0.02117171429805431	Yes	0.029209124355649003	3	11	0.2727272727272727	O95644,Q14643	R-HSA-169680,R-HSA-169683,R-HSA-2730867
R-HSA-3301854	"Nuclear Pore Complex (NPC) Disassembly"	1	35	0.02857142857142857	0.5068458167726458	No	0.1501392180897102	1	42	0.023809523809523808	Q8TD19	R-HSA-2990880
R-HSA-168643	"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways"	1	45	0.022222222222222223	0.5972175204662931	No	0.1641797242610289	1	57	0.017543859649122806	Q9NQC7	R-HSA-741411
R-HSA-9006115	"Signaling by NTRK2 (TRKB)"	2	20	0.1	0.06227462369722547	No	0.052423270795969465	2	32	0.0625	P06241,P12931	R-HSA-9032502,R-HSA-9037040
R-HSA-3000471	"Scavenging by Class B Receptors"	1	6	0.16666666666666666	0.11398132424238161	No	0.07288934468718825	2	8	0.25	P04114	R-HSA-2187264,R-HSA-2197646
R-HSA-5357956	"TNFR1-induced NFkappaB signaling pathway"	1	26	0.038461538461538464	0.4083972010697061	No	0.13373886364700266	2	27	0.07407407407407407	Q9NQC7	R-HSA-5357776,R-HSA-5357860
